1,21.83118938,-102.2824738
2,22.14037456,-102.0410578
3,21.8809511,-102.7153653
4,22.35869904,-102.2808258
5,21.94706792,-102.3867547
6,22.11875763,-102.2826481
7,22.21624574,-102.3003547
8,22.16068502,-102.5308866
9,22.22642621,-102.2317972
10,21.88124174,-102.077864
11,22.03435659,-102.2554818
12,31.67663898,-116.3127332
13,32.39017265,-115.158814
14,32.47691177,-116.4548636
15,32.44974605,-116.8747889
16,32.27866883,-116.9591878
17,30.08045176,-115.4093603
18,25.3834486,-111.7221949
19,27.15343547,-112.8109629
20,23.97431514,-110.3722797
21,23.21340411,-109.7697562
22,25.94066262,-111.4470996
23,20.35316403,-90.08100575
24,19.72777988,-90.37396623
25,18.51208767,-91.38525503
26,19.16714444,-90.63813326
27,20.14922514,-90.11628983
28,19.58664673,-89.7020147
29,18.11262764,-91.91030185
30,19.972454,-90.22730862
31,18.59419045,-90.67079474
32,18.42004423,-89.42755189
33,18.09079456,-90.82863596
34,19.60314314,-90.67897777
35,27.14699868,-101.3117353
36,29.33436052,-101.3707024
37,28.32382722,-100.8846554
38,25.36673576,-100.6595237
39,26.84966612,-100.7079663
40,26.65909472,-101.3855904
41,26.84753734,-102.0862171
42,27.31178479,-101.3280924
43,25.90418059,-103.2554839
44,26.96477609,-101.4827009
45,25.43951428,-101.4989393
46,28.29627883,-100.4384059
47,27.83916078,-99.98942331
48,29.07333723,-100.8846984
49,27.5848096,-100.6415586
50,27.08903932,-101.8235245
51,25.5533503,-103.2429786
52,26.94799623,-101.3171114
53,28.38273174,-100.9150331
54,28.06390361,-101.655574
55,27.07025471,-101.6349518
56,28.51190308,-100.6169204
57,27.98037417,-102.8466003
58,25.50321118,-102.1161195
59,28.75382189,-100.5806891
60,27.45943687,-101.0795996
61,25.73980785,-101.0739314
62,27.88830754,-101.1325689
63,27.01318765,-101.756163
64,25.21517153,-101.1308109
65,27.34128308,-101.6936615
66,27.95903208,-101.3137232
67,25.7917177,-103.0351225
68,27.58502943,-103.6596442
69,25.48403906,-103.3524886
70,25.3265181,-103.1871311
71,28.20315405,-100.7834492
72,28.71184039,-101.1431323
73,18.96770997,-103.9823268
74,19.17042045,-103.6827453
75,19.38125475,-103.74199
76,19.19804911,-103.8445372
77,19.33035541,-103.6083242
78,18.96662499,-103.6888941
79,19.12077846,-104.3335207
80,19.37658252,-104.0505474
81,18.89229058,-103.8798584
82,19.31842276,-103.7755751
83,15.38480421,-92.69976791
84,16.52001655,-92.82111958
85,15.26833495,-92.75562382
86,16.65058055,-91.85586347
87,17.38826552,-92.85098895
88,15.55759292,-92.09515574
89,16.50658111,-92.35888582
90,15.74156255,-92.66736669
91,16.21599257,-93.93758462
92,15.48905258,-92.15648174
93,15.61669267,-92.235977
94,16.8302008,-93.30326189
95,17.00718542,-92.9271341
96,17.01903044,-92.74629695
97,15.05462449,-92.17036061
98,17.73446147,-92.01939692
99,16.66046201,-93.83600911
100,17.11465256,-93.12473059
101,16.24736989,-92.17543853
102,15.91525979,-92.85834655
103,17.10473272,-93.24234706
104,17.00740754,-92.5980803
105,16.81948747,-92.67795941
106,16.61820616,-92.19827316
107,17.33181514,-93.12759451
108,16.95204147,-92.57565428
109,16.60705974,-92.98877189
110,16.553986,-92.72986039
111,16.99811952,-93.11396208
112,15.76269411,-92.36209603
113,17.09829861,-92.12341902
114,15.33403303,-92.58055835
115,17.28287569,-93.28759284
116,15.74167599,-92.07181421
117,14.75172713,-92.20745613
118,15.50956134,-92.22231315
119,15.03138803,-92.40201086
120,16.70440746,-92.39625204
121,17.23396224,-92.70640633
122,15.14393254,-92.51229184
123,16.21695885,-91.7399613
124,17.29810165,-93.00824525
125,17.42773056,-93.09426282
126,16.81136222,-92.91851031
127,17.47881321,-92.987326
128,16.56762979,-93.64419434
129,17.09221856,-92.84076538
130,17.6940476,-93.18729073
131,16.91288708,-92.76414383
132,17.57676271,-91.74962472
133,15.42328788,-92.94729875
134,16.33820925,-91.75561284
135,15.36291493,-92.18892917
136,14.87903235,-92.46864247
137,14.82752114,-92.19799843
138,16.87647372,-92.57137378
139,15.30050147,-92.34221803
140,16.437073,-92.585347
141,16.87439375,-91.83911165
142,17.21855165,-93.1735256
143,16.78494419,-93.43088535
144,17.43995513,-93.41714258
145,16.88863347,-93.070539
146,16.79431931,-92.29961889
147,17.5039207,-91.90199418
148,17.06367561,-92.45551373
149,17.1899423,-93.05515653
150,17.52862301,-93.16792184
151,15.64195707,-93.19908989
152,15.43235773,-92.26489084
153,15.19129665,-92.58972959
154,17.21189422,-92.84755657
155,17.20117314,-92.99957656
156,17.86931157,-93.22553677
157,16.35884034,-92.37208129
158,17.30479474,-92.58546631
159,17.42113115,-92.20804202
160,16.69359043,-92.612775
161,16.90339683,-93.22150921
162,15.54020963,-92.34189946
163,17.14599123,-92.67101665
164,17.04030735,-92.35197456
165,16.17755357,-92.36665719
166,17.39539001,-93.01351113
167,16.91340987,-92.96631583
168,16.60963823,-93.10141776
169,14.64328452,-92.22012489
170,17.48437993,-93.24720771
171,14.94525964,-92.30312562
172,17.22910395,-93.1172935
173,17.25417968,-93.00908736
174,17.16202894,-93.38478593
175,16.84332862,-92.4822823
176,16.56001938,-92.51576274
177,17.35226827,-92.48247099
178,15.98657221,-93.67823757
179,16.51567239,-92.68339167
180,16.01592019,-91.93271056
181,17.308745,-92.27986364
182,16.70864629,-93.13650322
183,14.93076754,-92.18727391
184,15.13520341,-92.42054526
185,16.1223108,-92.24446125
186,15.06259568,-92.09730123
187,16.32431906,-92.5574243
188,16.10463625,-93.22605069
189,16.34086315,-93.32841093
190,17.18592309,-92.32669503
191,16.60063886,-92.70023414
192,16.72459552,-92.77948217
193,16.94322035,-92.38845902
194,16.91936596,-92.690853
195,16.37899006,-90.57100533
196,16.20787124,-91.25920432
197,16.21606475,-90.75932779
198,15.67566811,-92.64431994
199,17.15890921,-92.79632729
200,16.94811568,-92.72015879
201,15.57312135,-92.60438751
202,17.20831778,-92.93035667
203,16.32187522,-92.99194944
204,16.5249768,-92.88810872
205,17.22003222,-93.59546011
206,15.56395825,-92.463346
207,30.47868539,-106.4846039
208,28.93200224,-105.7172034
209,27.04433522,-105.3081546
210,28.58594836,-105.8818028
211,31.26912823,-107.750406
212,28.85521115,-107.2869978
213,26.73219141,-106.5348187
214,26.95086978,-107.7193636
215,27.78879665,-107.6085507
216,30.01609988,-107.1642463
217,27.82444966,-104.7872337
